,Type,Price,Location,Baths,Area,Beds
305,Flat,PKR24 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",2,3 Marla,2
306,House,PKR27 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",3,3 Marla,3
307,Lower Portion,PKR30 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",3,7 Marla,2
308,House,PKR50 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",3,5 Marla,3
309,House,PKR27 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",3,3 Marla,3
310,Upper Portion,PKR24 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",2,5 Marla,2
311,Lower Portion,PKR1.45 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
312,House,PKR32 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",3,5 Marla,2
313,Lower Portion,PKR27 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",3,5 Marla,2
314,House,PKR65 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3
315,House,PKR90 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
316,Flat,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",3,5.5 Marla,2
317,Flat,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",3,5.5 Marla,2
318,House,PKR72 Thousand,"State Life Housing Society, Lahore, Punjab",4,5 Marla,3
319,Upper Portion,PKR70 Thousand,"Wapda Town, Lahore, Punjab",3,15 Marla,3
320,Upper Portion,PKR45 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
321,House,PKR1.2 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
322,House,PKR70 Thousand,"Bahria Town, Lahore, Punjab",5,5 Marla,3
323,Lower Portion,PKR88 Thousand,"State Life Housing Society, Lahore, Punjab",3,1 Kanal,2
324,House,PKR1.3 Lakh,"State Life Housing Society, Lahore, Punjab",5,10 Marla,4
325,Upper Portion,PKR45 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,2
326,House,PKR5 Lakh,"Garden Town, Lahore, Punjab",-,2 Kanal,10
327,House,PKR2.75 Lakh,"Model Town, Lahore, Punjab",6,1 Kanal,5
328,House,PKR3 Lakh,"Garden Town, Lahore, Punjab",6,1 Kanal,5
329,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,6
330,House,PKR5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
331,House,PKR2.75 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
332,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
333,House,PKR1.7 Lakh,"State Life Housing Society, Lahore, Punjab",5,10 Marla,4
334,House,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
335,House,PKR1.15 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
336,House,PKR58 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
337,Upper Portion,PKR1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
338,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3
339,House,PKR1.6 Lakh,"Johar Town, Lahore, Punjab",4,1 Kanal,3
340,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
341,Lower Portion,PKR60 Thousand,"Saroba Gardens Housing Society, Lahore, Punjab",2,12 Marla,2
342,Lower Portion,PKR40 Thousand,"Venus Housing Scheme, Lahore, Punjab",2,10 Marla,2
343,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
344,House,PKR2.9 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
345,House,PKR65 Thousand,"Johar Town, Lahore, Punjab",4,5 Marla,3
346,House,PKR1.1 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
347,Flat,PKR35 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
348,House,PKR2.9 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,6
349,Upper Portion,PKR17.5 Thousand,"Pak Arab Housing Society, Lahore, Punjab",1,2 Marla,1
350,House,PKR74 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
351,House,PKR65 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
352,House,PKR58 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
353,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
354,House,PKR4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
355,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
356,House,PKR62 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
357,House,PKR70 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
358,Upper Portion,PKR60 Thousand,"Bahria Town, Lahore, Punjab",3,15 Marla,3
359,House,PKR62 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
360,House,PKR95 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
361,House,PKR70 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
362,Flat,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",2,4.7 Marla,2
363,House,PKR1.3 Lakh,"Wapda Town, Lahore, Punjab",5,10 Marla,4
364,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
365,House,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",4,7 Marla,3
366,House,PKR50 Thousand,"DHA Defence, Lahore, Punjab",2,6 Marla,1
367,House,PKR2.85 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
368,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
369,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
370,House,PKR2.9 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
371,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
372,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
373,Upper Portion,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
374,Flat,PKR75 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
375,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",6,1.2 Kanal,5
376,House,PKR1.85 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
377,House,PKR4.25 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
378,House,PKR3.25 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
379,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
380,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,7
381,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
382,Upper Portion,PKR28 Thousand,"Military Accounts Housing Society, Lahore, Punjab",2,4 Marla,2
383,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
384,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
385,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
386,House,PKR1.9 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
387,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,3
388,House,PKR2.25 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
389,House,PKR1.9 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
390,House,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
391,House,PKR2.6 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
392,House,PKR2.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,6
393,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
394,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
395,House,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
396,House,PKR1.8 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
397,House,PKR90 Thousand,"DHA Defence, Lahore, Punjab",4,7 Marla,3
398,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
399,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
400,House,PKR1.15 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
401,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
402,House,PKR1.1 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
403,Flat,PKR90 Thousand,"Shanghai Road, Lahore, Punjab",3,8 Marla,3
404,Flat,PKR1.25 Lakh,"Shanghai Road, Lahore, Punjab",2,5.3 Marla,2
405,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",2,10 Marla,2
406,Upper Portion,PKR45 Thousand,"Bahria Town, Lahore, Punjab",4,10 Marla,3
407,House,PKR1.45 Lakh,"Paragon City, Lahore, Punjab",6,10 Marla,5
408,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
409,House,PKR3 Lakh,"Nawab Town, Lahore, Punjab",6,2 Kanal,4
410,House,PKR2.65 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
411,House,PKR37 Thousand,"Paragon City, Lahore, Punjab",2,5 Marla,2
412,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
413,House,PKR3.3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
414,House,PKR2.45 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
415,House,PKR2.65 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
416,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
417,House,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
418,Lower Portion,PKR42 Thousand,"Shadab Garden, Lahore, Punjab",3,10 Marla,3
419,House,PKR2.25 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
420,House,PKR2.35 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
421,House,PKR2.35 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
422,House,PKR2.35 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
423,House,PKR2.45 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
424,Upper Portion,PKR40 Thousand,"Shadab Garden, Lahore, Punjab",3,10 Marla,3
425,House,PKR1.1 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
426,Upper Portion,PKR75 Thousand,"Alfalah Town, Lahore, Punjab",3,8 Marla,2
427,Upper Portion,PKR32 Thousand,"Shadab Garden, Lahore, Punjab",3,5 Marla,3
428,House,PKR1.9 Lakh,"State Life Housing Society, Lahore, Punjab",6,1 Kanal,5
429,Upper Portion,PKR60 Thousand,"Raiwind Road, Lahore, Punjab",3,10 Marla,3
430,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",6,10 Marla,5
431,House,PKR4 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
432,House,PKR1.25 Lakh,"Johar Town, Lahore, Punjab",5,12 Marla,4
433,Flat,PKR45 Thousand,"Johar Town, Lahore, Punjab",2,4 Marla,2
434,House,PKR60 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3
435,Flat,PKR85 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
436,Flat,PKR94 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
437,House,PKR1.1 Lakh,"NFC 1, Lahore, Punjab",5,10 Marla,4
438,Flat,PKR2.7 Lakh,"DHA Defence, Lahore, Punjab",2,5.3 Marla,2
439,Upper Portion,PKR35 Thousand,"Pak Arab Housing Society, Lahore, Punjab",2,5 Marla,2
440,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
441,Lower Portion,PKR35 Thousand,"Venus Housing Scheme, Lahore, Punjab",2,6 Marla,2
442,House,PKR75 Thousand,"Bahria Town, Lahore, Punjab",4,9 Marla,3
443,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
444,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",4,7 Marla,4
445,House,PKR1.1 Lakh,"Wapda Town, Lahore, Punjab",5,10 Marla,5
446,House,PKR1.6 Lakh,"Valencia Housing Society, Lahore, Punjab",6,12 Marla,6
447,Upper Portion,PKR35 Thousand,"Pak Arab Housing Society, Lahore, Punjab",2,5 Marla,2
448,House,PKR2.2 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
449,House,PKR3.55 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
450,Upper Portion,PKR75 Thousand,"Eden, Lahore, Punjab",3,1 Kanal,3
451,Upper Portion,PKR58 Thousand,"Eden, Lahore, Punjab",2,10 Marla,2
452,Lower Portion,PKR1.25 Lakh,"Eden, Lahore, Punjab",3,1 Kanal,3
453,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
454,Upper Portion,PKR72 Thousand,"Eden, Lahore, Punjab",3,1 Kanal,3
455,Lower Portion,PKR1.3 Lakh,"Eden, Lahore, Punjab",3,1 Kanal,3
456,House,PKR1.15 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
457,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
458,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
459,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
460,House,PKR2.75 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
461,House,PKR1.3 Lakh,"Wapda Town, Lahore, Punjab",5,10 Marla,5
462,Upper Portion,PKR48 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,3
463,Lower Portion,PKR50 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2
464,House,PKR1 Lakh,"Wapda Town, Lahore, Punjab",5,10 Marla,5
465,Upper Portion,PKR70 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3
466,Flat,PKR1.15 Lakh,"DHA Defence, Lahore, Punjab",2,4.5 Marla,2
467,House,PKR78 Thousand,"Paragon City, Lahore, Punjab",4,5 Marla,3
468,House,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
469,House,PKR1.1 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
470,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
471,House,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
472,House,PKR1.9 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
473,House,PKR3.25 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
474,House,PKR4.25 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
475,House,PKR4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
476,House,PKR50 Thousand,"GT Road, Lahore, Punjab",5,5 Marla,4
477,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
478,House,PKR1.15 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
479,House,PKR1.7 Lakh,"Tariq Gardens, Lahore, Punjab",6,10 Marla,5
480,House,PKR2.25 Lakh,"DHA 11 Rahbar, Lahore, Punjab",5,1 Kanal,5
481,Upper Portion,PKR90 Thousand,"Punjab Govt Employees Society, Lahore, Punjab",3,1 Kanal,3
482,Upper Portion,PKR60 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,3
483,Upper Portion,PKR1.25 Lakh,"Valencia Housing Society, Lahore, Punjab",4,2.5 Kanal,4
484,Lower Portion,PKR75 Thousand,"Architects Engineers Housing Society, Lahore, Punjab",2,12 Marla,2
485,House,PKR2.6 Lakh,"College Road, Lahore, Punjab",6,2 Kanal,7
486,Upper Portion,PKR1 Lakh,"Wapda Town, Lahore, Punjab",3,1 Kanal,3
487,House,PKR55 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
488,House,PKR1.65 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
489,Upper Portion,PKR65 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
490,Upper Portion,PKR40 Thousand,"Jubilee Town, Lahore, Punjab",3,10 Marla,3
491,Lower Portion,PKR70 Thousand,"Main Canal Bank Road, Lahore, Punjab",3,1 Kanal,3
492,Upper Portion,PKR30 Thousand,"Jubilee Town, Lahore, Punjab",2,5 Marla,2
493,House,PKR1.1 Lakh,"Izmir Town, Lahore, Punjab",5,5 Marla,5
494,House,PKR1.15 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
495,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
496,House,PKR65 Thousand,"EME Society, Lahore, Punjab",3,5 Marla,3
497,House,PKR1.2 Lakh,"EME Society, Lahore, Punjab",4,10 Marla,4
498,Lower Portion,PKR45 Thousand,"Judicial Colony, Lahore, Punjab",2,10 Marla,2
499,Lower Portion,PKR34 Thousand,"Rail Town (Canal City), Lahore, Punjab",3,7 Marla,3
500,Upper Portion,PKR45 Thousand,"EME Society, Lahore, Punjab",2,10 Marla,2
501,Upper Portion,PKR35 Thousand,"Jubilee Town, Lahore, Punjab",3,10 Marla,3
502,Lower Portion,PKR90 Thousand,"Jubilee Town, Lahore, Punjab",4,1 Kanal,3
503,Upper Portion,PKR33 Thousand,"Jubilee Town, Lahore, Punjab",2,10 Marla,2
504,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
505,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
506,Upper Portion,PKR18 Thousand,"Eden, Lahore, Punjab",1,3 Marla,2
507,Upper Portion,PKR65 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
508,Upper Portion,PKR90 Thousand,"Tariq Gardens, Lahore, Punjab",4,1 Kanal,4
509,Upper Portion,PKR55 Thousand,"Tariq Gardens, Lahore, Punjab",2,10 Marla,2
510,Lower Portion,PKR60 Thousand,"UET Housing Society, Lahore, Punjab",-,10 Marla,-
511,Upper Portion,PKR90 Thousand,"Tariq Gardens, Lahore, Punjab",4,1 Kanal,4
512,Upper Portion,PKR55 Thousand,"Tariq Gardens, Lahore, Punjab",3,10 Marla,2
513,House,PKR60 Thousand,"Wapda Town, Lahore, Punjab",4,5 Marla,3
514,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
515,Flat,PKR1.65 Lakh,"DHA Defence, Lahore, Punjab",2,5.3 Marla,1
516,House,PKR70 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
517,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
518,House,PKR2.86 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
519,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
520,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",4,9 Marla,3
521,Flat,PKR6 Lakh,"DHA Defence, Lahore, Punjab",4,8.7 Marla,3
522,House,PKR1.8 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
523,House,PKR70 Thousand,"Johar Town, Lahore, Punjab",4,5 Marla,3
524,House,PKR50 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,8 Marla,3
525,Lower Portion,PKR34.5 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,1
526,Lower Portion,PKR47 Thousand,"LDA Avenue, Lahore, Punjab",2,10 Marla,2
527,Lower Portion,PKR85 Thousand,"Jubilee Town, Lahore, Punjab",3,1 Kanal,3
528,Lower Portion,PKR60 Thousand,"Raiwind Road, Lahore, Punjab",3,15 Marla,3
529,Upper Portion,PKR47 Thousand,"LDA Avenue, Lahore, Punjab",3,10 Marla,3
530,Upper Portion,PKR42 Thousand,"Johar Town, Lahore, Punjab",3,6 Marla,2
531,House,PKR1.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
532,Upper Portion,PKR65 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,3
533,House,PKR1.5 Lakh,"Johar Town, Lahore, Punjab",5,12 Marla,5
534,Upper Portion,PKR75 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3
535,Upper Portion,PKR70 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3
536,Upper Portion,PKR55 Thousand,"PIA Housing Scheme, Lahore, Punjab",2,10 Marla,2
537,Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",2,3 Marla,2
538,House,PKR55 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
539,Lower Portion,PKR55 Thousand,"Bahria Town, Lahore, Punjab",2,8 Marla,1
540,House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
541,House,PKR1.1 Lakh,"Johar Town, Lahore, Punjab",5,5 Marla,5
542,House,PKR4.5 Lakh,"Gulberg, Lahore, Punjab",8,2 Kanal,8
543,Upper Portion,PKR90 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3
544,Upper Portion,PKR1.1 Lakh,"Wapda Town, Lahore, Punjab",3,1 Kanal,3
545,Upper Portion,PKR70 Thousand,"Architects Engineers Housing Society, Lahore, Punjab",3,15 Marla,3
546,House,PKR90 Thousand,"Sunfort Gardens, Lahore, Punjab",5,5 Marla,5
547,House,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
548,Upper Portion,PKR90 Thousand,"Tariq Gardens, Lahore, Punjab",4,1 Kanal,4
549,House,PKR5 Lakh,"Gulberg, Lahore, Punjab",7,2 Kanal,6
550,House,PKR2 Lakh,"Gulberg, Lahore, Punjab",-,1 Kanal,-
551,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
552,House,PKR1.1 Lakh,"Bahria Town, Lahore, Punjab",6,9.3 Marla,5
553,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
554,House,PKR8 Lakh,"Gulberg, Lahore, Punjab",8,2 Kanal,8
555,House,PKR60 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3
556,House,PKR5 Lakh,"Gulberg, Lahore, Punjab",-,2 Kanal,-
557,House,PKR2.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
558,House,PKR3.5 Lakh,"Gulberg, Lahore, Punjab",8,1.2 Kanal,5
559,House,PKR2.99 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
560,House,PKR2.6 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
561,House,PKR2.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
562,House,PKR2.95 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
563,House,PKR15 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
564,House,PKR17 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
565,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
566,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
567,House,PKR1.35 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
568,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",2,10 Marla,2
569,House,PKR1.85 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
570,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
571,House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
572,House,PKR70 Thousand,"Johar Town, Lahore, Punjab",3,5 Marla,3
573,House,PKR3 Lakh,"Model Town, Lahore, Punjab",7,1 Kanal,7
574,Upper Portion,PKR70 Thousand,"Model Town, Lahore, Punjab",2,10 Marla,2
575,House,PKR2 Lakh,"Model Town, Lahore, Punjab",7,10 Marla,7
576,Flat,PKR45 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
577,Flat,PKR27 Thousand,"Allama Iqbal Town, Lahore, Punjab",1,3 Marla,2
578,Flat,PKR35 Thousand,"Allama Iqbal Town, Lahore, Punjab",1,2.5 Marla,1
579,Upper Portion,PKR40 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
580,House,PKR1.35 Lakh,"Allama Iqbal Town, Lahore, Punjab",4,10 Marla,4
581,House,PKR1.5 Lakh,"Allama Iqbal Town, Lahore, Punjab",4,10 Marla,4
582,Flat,PKR40 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,4 Marla,2
583,Upper Portion,PKR80 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,1 Kanal,3
584,Lower Portion,PKR80 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,1 Kanal,3
585,Upper Portion,PKR50 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
586,Lower Portion,PKR65 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,10 Marla,3
587,Flat,PKR1.1 Lakh,"Allama Iqbal Town, Lahore, Punjab",1,4 Marla,-
588,Upper Portion,PKR50 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
589,Lower Portion,PKR65 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
590,House,PKR1.75 Lakh,"DHA Defence, Lahore, Punjab",6,10 Marla,5
591,Room,PKR20 Thousand,"Allama Iqbal Town, Lahore, Punjab",-,1 Marla,-
592,Upper Portion,PKR35 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,5 Marla,2
593,House,PKR72 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
594,House,PKR1.9 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
595,Lower Portion,PKR35 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,1
596,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
597,Flat,PKR82 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
598,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",4,5 Marla,3
599,Flat,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",2,2.3 Marla,-
600,Flat,PKR2 Lakh,"DHA Defence, Lahore, Punjab",3,7.3 Marla,2
601,House,PKR1.15 Lakh,"Askari, Lahore, Punjab",4,12 Marla,4
602,Flat,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",2,5.3 Marla,1
603,Flat,PKR77 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
604,Lower Portion,PKR2 Lakh,"EME Society, Lahore, Punjab",3,2 Kanal,3
605,Upper Portion,PKR55 Thousand,"Punjab Coop Housing Society, Lahore, Punjab",4,10 Marla,3
606,Flat,PKR55 Thousand,"Bahria Town, Lahore, Punjab",1,2.3 Marla,1
607,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
608,House,PKR62 Thousand,"Wapda Town, Lahore, Punjab",3,5 Marla,3
609,Upper Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
610,House,PKR85 Thousand,"Bahria Town, Lahore, Punjab",6,8 Marla,5
611,House,PKR70 Thousand,"Dream Avenue Lahore, Lahore, Punjab",5,5 Marla,5
